molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units
CHEMBL3105174,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(OC(F)(F)F)cc1)n2CCO,IC50,,,
CHEMBL5200965,CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=S)NCCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)O,IC50,'=',96400,nM
CHEMBL2417696,CC(=S)NCCCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1)C(=O)NCC(=O)c1ccccc1,IC50,'=',1800,nM
CHEMBL3805890,NC(=O)c1cncc(OCc2cccc(NC(=O)/C=C/c3cccnc3)c2)c1,IC50,'=',157,nM
CHEMBL3805778,NC(=O)c1cncc(OCc2cccc(NC(=O)c3c[nH]c4ccccc34)c2)c1,IC50,'=',83.1,nM
CHEMBL218910,O=C1NC(=O)C(c2c[nH]c3cccc(F)c23)=C1c1cn(CCOC(CCO)C(O)CO)c2ccccc12,IC50,'=',9500,nM
CHEMBL1797749,,,,,
CHEMBL3609648,CC[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](CCCCNC(C)=O)C(N)=O,IC50,'=',1340,nM
CHEMBL3237025,CN(c1ccc(S(C)(=O)=O)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)cc2)c1,IC50,'=',15900,nM
CHEMBL3220461,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc(C(=O)OCc3cccc(Cl)c3)cc2)o1,IC50,'=',6456.54,nM
CHEMBL3220462,O=C1NC(=S)NC(=O)C1=Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,IC50,'=',3801.89,nM
CHEMBL3220462,O=C1NC(=S)NC(=O)C1=Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,IC50,'=',3800,nM
CHEMBL3220457,O=C1NC(=S)NC(=O)C1=Cc1cc(OCc2ccc(Br)cc2)ccc1Cl,IC50,'=',1819.7,nM
CHEMBL5416341,CCC(C)(C)c1ccc(OCC(O)CN2C[C@H]3C[C@@H](C2)c2cccc(=O)n2C3)c(C(C)(C)CC)c1,IC50,'=',400,nM
CHEMBL4454236,O=[N+]([O-])c1cccc(C2c3sc4ccc(Cl)cc4c3N=C3NN=C(c4cccc(F)c4)N32)c1,IC50,'=',4.05,ug.mL-1
CHEMBL3917969,CCCC[C@@H]1NC(=O)CCCCCCC(=O)NCCC[C@@H](C(N)=O)NC(=O)[C@H](CCCCNC(C)=S)NC1=O,IC50,'=',220,nM
CHEMBL597845,CC(C(=O)Nc1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,IC50,'=',20300,nM
CHEMBL3805070,CN(C)c1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,IC50,'=',26.7,nM
CHEMBL3806063,NC(=O)c1cncc(OCc2cccc(NC(=O)c3cccnc3)c2)c1,IC50,'=',193,nM
CHEMBL3805934,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4cccnc4)c(F)c3)c2)c1,IC50,'=',29.7,nM
CHEMBL2164013,CCCCCC1C=Cc2cc(Cl)cc(Br)c2O1,IC50,,,
CHEMBL4159477,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)c4cnn(C)c4)c3)c2)n1,IC50,'=',93700,nM
CHEMBL4164971,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)CCCNC(=O)OC(C)(C)C)cc3)c2)n1,IC50,'>',301995.17,nM
CHEMBL225082,,,,,
CHEMBL5412573,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)CCCCn1cc(COc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2)nn1,IC50,'=',9700,nM
CHEMBL270110,Cc1ccc([C@H]2CC(=O)Oc3ccc4cc(C)ccc4c32)cc1,IC50,'=',1000,nM
CHEMBL383787,NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12,IC50,,,
CHEMBL387119,CN1C(=O)C(c2cn(CCCCCCCO)c3ccccc23)=C(c2cn(CCCCCCCO)c3ccccc23)C1=O,IC50,'>',100000,nM
CHEMBL4877982,CC(C)(C)OC(=O)Nc1nc(CN2CC(C(N)=O)Oc3ccccc32)cs1,IC50,'>',60000,nM
CHEMBL4871146,NC(=O)C1CN(Cc2cnnn2Cc2ccccc2)c2ccccc2O1,IC50,'=',32600,nM
CHEMBL4860603,NC(=O)C1CN(C(=O)c2cccnc2)c2ccccc2O1,IC50,'>',60000,nM
CHEMBL4860158,Cc1ccc(S(=O)(=O)N2CC(C(N)=O)Oc3ccccc32)cc1,IC50,'>',60000,nM
CHEMBL491106,C=CCn1c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]c1=S,IC50,'=',22200,nM
CHEMBL242867,CC(C)(NC(=O)/C=C/c1ccc(O)cc1)C(=O)NCCc1c[nH]c2ccccc12,IC50,'=',50000,nM
CHEMBL397044,COc1ccc(/C=C/C(=O)NC(C)(C)C(=O)NCCc2c[nH]c3ccccc23)cc1,IC50,'=',99000,nM
CHEMBL3040216,CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,IC50,'=',14000,nM
CHEMBL3769999,Cc1cc(C)nc(SC(C)C(=O)Nc2ncc(Cc3cccc4ccc(Cl)cc34)s2)n1,IC50,'=',540,nM
CHEMBL3771014,Cc1cc(C)nc(SCC(=O)N(C)c2ncc(Cc3cccc4ccccc34)s2)n1,IC50,'>',100000,nM
CHEMBL3608445,CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(N)=O,IC50,'=',2260,nM
CHEMBL3221535,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O,IC50,'=',2400,nM
CHEMBL4869330,O=C(O)CCNC(=S)NCCCNc1nc(CCc2c[nH]c3ccccc23)ncc1C(=O)O,IC50,'>',600000,nM
CHEMBL3220454,CC(C)Oc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,IC50,'=',5800,nM
CHEMBL3220456,CCOc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1CCc1ccccc1,IC50,'=',4900,nM
CHEMBL3220459,O=C1NC(=S)NC(=O)C1=Cc1ccc(OCc2cccc3ccccc23)cc1,IC50,'=',2600,nM
CHEMBL3220464,COC(=O)c1ccc(-c2ccc(C=C3C(=O)NC(=S)NC3=O)o2)cc1,IC50,'=',5754.4,nM
CHEMBL3290212,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C)cc1)n2CCCN1CCCC1=O,IC50,,,
CHEMBL4459211,CCC(c1ccc(Oc2ccc(OC)cc2)cc1)N(C)c1ncc2c(N)nc(N)nc2n1,IC50,'=',36700,nM
CHEMBL3290224,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Br)cc1)n2-c1ccccc1,IC50,,,
CHEMBL3343526,NC(=O)c1cncc(Sc2ccc3ccccc3c2)c1,IC50,'=',12100,nM
CHEMBL226115,O=C(c1ccc(Cl)cc1)N1CCN(c2ccc([N+](=O)[O-])c3ncccc23)CC1,IC50,'=',35000,nM
CHEMBL226026,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2cccnc12,IC50,'>',50000,nM
CHEMBL390332,N#C/C(=C\c1ccc(-c2cccc(Cl)c2Cl)o1)C(=O)Nc1cccc2ncccc12,IC50,'>',10000,nM
CHEMBL224864,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,IC50,'=',3500,nM
CHEMBL397044,COc1ccc(/C=C/C(=O)NC(C)(C)C(=O)NCCc2c[nH]c3ccccc23)cc1,IC50,'=',99000,nM
CHEMBL445405,C[C@H](NC(=O)/C=C/c1ccc(O)cc1)C(=O)NCCc1c[nH]c2ccccc12,IC50,'=',47000,nM
CHEMBL3769991,Cc1cc(C)nc(S[C@@H](C)C(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,IC50,'=',260,nM
CHEMBL493159,CC(=S)NCCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)C(=O)N[C@H](C(=O)O)[C@@H](C)O,IC50,'=',44000,nM
CHEMBL215918,,,,,
CHEMBL3219559,COc1ccc(Cn2c(-c3ccccc3)c(Cc3c(O)ccc4ccccc34)c(=O)[nH]c2=S)cc1,IC50,'=',12000,nM
CHEMBL3220458,O=C1NC(=S)NC(=O)C1=Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,IC50,'=',3900,nM
CHEMBL3220464,COC(=O)c1ccc(-c2ccc(C=C3C(=O)NC(=S)NC3=O)o2)cc1,IC50,'=',5700,nM
CHEMBL3220463,O=C1NC(=S)NC(=O)C1=Cc1ccc(Sc2ccccc2)o1,IC50,'=',3467.37,nM
CHEMBL3290221,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C(F)(F)F)cc1)n2-c1ccccc1,IC50,,,
CHEMBL4538885,CN(C)c1ccnc(CNCCS)c1,IC50,'>',100000,nM
CHEMBL1814815,CC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCNC(C)=O)NC(C)=O)C(N)=O,IC50,'=',2900,nM
CHEMBL3358386,O=C(Nc1cccnn1)c1cccc(-c2ccc3ccccc3c2)c1,IC50,'=',900,nM
CHEMBL3343528,NC(=O)c1cncc(Nc2cccc3ccccc23)c1,IC50,'=',9700,nM
CHEMBL387393,,,,,
CHEMBL3358383,O=C(Nc1ccncc1)c1cccc(-c2ccc3ccccc3c2)c1,IC50,'=',16000,nM
CHEMBL3408979,CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CN(CC)CC2,IC50,,,
CHEMBL3408981,CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CN(S(C)(=O)=O)CC2,IC50,,,
CHEMBL3408986,CCCCCCCCn1c2c(c3cc(-c4ccnc(F)c4)ccc31)CN(C(N)=O)CC2,IC50,,,
CHEMBL224864,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,IC50,'=',13900,nM
CHEMBL4447813,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',51,nM
CHEMBL4457496,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',170,nM
CHEMBL4446458,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(O)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',110,nM
CHEMBL4438193,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)[C@@H](C)CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',110,nM
CHEMBL4465910,C[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(OCc3ccccc3)cc2)cc1)NC(=O)OCc1ccccc1)C(N)=O,IC50,'=',190,nM
CHEMBL4171455,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCCN4)cc3)c2)n1,IC50,'=',41300,nM
CHEMBL4563921,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1cccc(N(C)C)c1,IC50,'=',5600,nM
CHEMBL562473,NC(=O)c1ccccc1Nc1ccc(-c2ccccc2)cc1,IC50,'>',100000,nM
CHEMBL2152622,NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(F)cc2)c1,IC50,'=',2700,nM
CHEMBL3771278,CCC(Sc1nc(C)cc(C)n1)C(=O)Nc1ncc(Cc2cccc3ccccc23)s1,IC50,'=',540,nM
CHEMBL3770860,Cc1cc(C)nc(SC(C)C(=O)Nc2ncc(Cc3ccc(-c4ccccc4)cc3)s2)n1,IC50,'=',33000,nM
CHEMBL4173850,Cn1cc(C(=O)Nc2ccc(OCc3cccc(NC(=O)COc4cccc5ccccc45)c3)cc2)cn1,IC50,'>',300000,nM
CHEMBL225914,N#C/C(=C\c1ccc(-c2cccc(C(F)(F)F)c2)o1)C(=O)Nc1cccc2cccnc12,IC50,'>',50000,nM
CHEMBL3236132,NC(=O)c1ccccc1Nc1cccc(-c2cn(CCC3CCCC3)nn2)c1,IC50,'=',5300,nM
CHEMBL4083372,COc1ccccc1CNC1CCc2c(sc3ncn(Cc4ccccc4OC)c(=O)c23)C1,IC50,'=',9590,nM
CHEMBL4097583,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1ccncc1)CC3,IC50,'=',3140,nM
CHEMBL4095748,Cc1nn(C)c(C)c1CNC1CCc2c(sc3ncn(Cc4cccc5ccccc45)c(=O)c23)C1,IC50,'=',4200,nM
CHEMBL4082925,COc1cccc(NC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)c1,IC50,,,
CHEMBL2164012,CCCCCC1CCc2cc(Cl)cc(Br)c2O1,IC50,,,
CHEMBL2164010,O=c1cc(-c2ccccc2)oc2c(Br)cc(Cl)cc12,IC50,,,
CHEMBL2164022,CCCCCC1CC(=O)c2cc([N+](=O)[O-])ccc2O1,IC50,,,
CHEMBL2164020,CCCCCC1CC(=O)c2cc(F)cc(F)c2O1,IC50,,,
CHEMBL2164019,CCCCCC1CC(=O)c2cc(C)cc(C)c2O1,IC50,'=',6200,nM
CHEMBL2164016,CCCCC[C@H]1CC(=O)c2cc(Cl)cc(Br)c2O1,IC50,'=',1500,nM
CHEMBL2203541,CCN1C(=O)/C(=C/c2ccc(OCc3ccccc3)cc2)C(=O)NC1=S,IC50,'=',14400,nM
CHEMBL2203543,O=C1NC(=S)NC(=O)C1=Cc1ccc(OCc2ccc(Br)cc2)cc1,IC50,'=',3400,nM
CHEMBL2152596,CC(C)C(=O)Nc1ccc(Nc2ccccc2C(N)=O)cc1,IC50,'>',100000,nM
CHEMBL2152598,NC(=O)c1ccccc1Nc1ccc(NC(=O)C2CCNCC2)cc1,IC50,'=',53000,nM
CHEMBL2152607,CN(C(=O)c1ccccc1)c1cccc(Nc2ccccc2C(N)=O)c1,IC50,'>',100000,nM
CHEMBL2151055,NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2F)c1,IC50,'=',2000,nM
CHEMBL4170414,CCOCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1,IC50,'=',109647.82,nM
CHEMBL3608442,CC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O,IC50,'=',1410,nM
CHEMBL3354211,CC(C)NC(=O)CCCC1CC(=O)c2cc(Cl)cc(Br)c2O1,IC50,,,
CHEMBL4636189,O=C(NC(c1ccccc1)c1ccccc1)c1cc(-c2cc3ccccc3o2)nc2ccccc12,IC50,'>',200000,nM
CHEMBL3237011,CC(=O)c1ccc(N(C)S(=O)(=O)c2cccc(C(=O)Nc3ccc(Cl)cn3)c2)cc1,IC50,'=',13200,nM
CHEMBL3237037,CN(C(=O)c1cccc(S(=O)(=O)N(C)c2ccc(Br)cc2)c1)c1ccc(Cl)cc1F,IC50,'=',7500,nM
CHEMBL595354,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,IC50,'=',29730,nM
CHEMBL1797922,S=c1[nH]c2ccc(Cl)nc2[nH]1,IC50,'=',26900,nM
CHEMBL1797925,O=c1[nH]c2cc([N+](=O)[O-])ccc2n1C1CCCCC1,IC50,'=',34400,nM
CHEMBL4456341,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1ccc(Br)nc1,IC50,'=',5900,nM
CHEMBL3222141,O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1,IC50,'=',16000,nM
CHEMBL3752617,CCOC(=O)c1ccc2[nH]c(-c3ccc(N(C)C)cc3)nc2c1,IC50,'=',13600,nM
CHEMBL4846832,N#Cc1cccc(CN2CC(C(N)=O)Oc3ccccc32)c1,IC50,'=',11200,nM
CHEMBL4865218,NC(=O)C1CN(S(=O)(=O)c2cccc3ccccc23)c2ccccc2O1,IC50,'>',60000,nM
CHEMBL3608449,CC(=O)NC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](Cc1csc2ccccc12)NC(C)=O)C(N)=O,IC50,'=',8750,nM
CHEMBL1814814,CC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(N)=S)NC(=O)[C@H](CCCNC(C)=O)NC(C)=O)C(N)=O,IC50,'=',159100,nM
CHEMBL3237063,CN(c1ccc(S(C)(=O)=O)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,IC50,'=',6300,nM
CHEMBL3350586,,,,,
CHEMBL1814816,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCCC(N)=O)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O,IC50,'=',190200,nM
CHEMBL3920465,O=C1CC(=S)NC(=O)/C1=C/c1cc2ccccc2[nH]1,IC50,'<',20300,nM
CHEMBL3935689,CC(=S)NCCCC[C@@H]1NC(=O)CNCCC(=O)NCCCC[C@@H](C(N)=O)NC1=O,IC50,'=',24300,nM
CHEMBL4590449,N#C/C(=C\c1ccc(-c2ccc(Cl)cc2Cl)o1)C(=O)Nc1cccc2ncccc12,IC50,'=',8900,nM
CHEMBL4171455,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCCN4)cc3)c2)n1,IC50,'=',41686.94,nM
CHEMBL4166294,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)c4cccs4)c3)c2)n1,IC50,'=',127700,nM
CHEMBL4160877,O=C(CSc1nc[nH]n1)Nc1cccc(COc2ccc(NC(=O)c3cccs3)cc2)c1,IC50,'>',300000,nM
CHEMBL3604372,COC(=O)[C@H](Cc1c[nH]cn1)NCc1cc(N(C)C)cc(CN[C@@H](Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)OC)n1,IC50,'=',5500,nM
CHEMBL3427762,Cn1c(-c2n[nH]c3c2CCCC3C(N)=O)cc2ccccc21,IC50,'=',7800,nM
CHEMBL226027,N#C/C(=C\c1ccc(-c2cccc(Cl)c2Cl)o1)C(=O)Nc1cccc2cccnc12,IC50,'>',50000,nM
CHEMBL225971,N#C/C(=C\c1ccc(-c2ccccc2Cl)o1)C(=O)Nc1cccc2cccnc12,IC50,'>',50000,nM
CHEMBL4437455,CCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,IC50,'=',61,nM
CHEMBL2338818,Cc1c(C(N)=O)sc2c(N3CCC(CCNC(=O)C(C)(C)C)CC3)ncnc12,IC50,'=',130,nM
CHEMBL2338808,CC(C)(C)C(=O)NCCCC1CCN(c2ncnc3cc(C(N)=O)sc23)CC1,IC50,'=',16,nM
CHEMBL2332042,NC(=O)c1cc2ncnc(N3CCC(CCNC(=O)c4ccc(C(=O)O)s4)CC3)c2s1,IC50,'=',4.4,nM
CHEMBL3290217,CCOC(=O)c1ccc2c(c1)nc(-c1ccccc1)n2-c1ccccc1,IC50,,,
CHEMBL5266797,COC(=O)[C@H](CS(c1ccccc1)(c1ccccc1)c1ccccc1)NCc1cc(N(C)C)ccn1,IC50,'=',10800,nM
CHEMBL5267372,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCNc1cccc2c1C(=O)N(C1CCC(=O)NC1)C2=O)C(=O)Nc1ccccc1,IC50,'=',78,nM
CHEMBL270292,O=C1CC(c2ccccc2)c2c(ccc3cc(Br)ccc23)O1,IC50,'=',5200,nM
CHEMBL1254953,CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1cccn1C)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL522620,CCCCn1c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]c1=S,IC50,'=',1000,nM
CHEMBL1253189,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(=O)(=O)c1ccc(C)cc1)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1254780,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)Cc1cccnc1)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1254539,CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(=O)CC(C)C)C(=O)N[C@@H](C)C(=O)O,IC50,'=',30000,nM
CHEMBL466960,CC(C)(C)c1ccc(-c2noc(C(=O)NNC(=S)Nc3ccc(C(F)(F)F)cc3)n2)cc1,IC50,'=',109000,nM
CHEMBL468596,O=C(NNC(=O)c1nc(-c2cccc3ccccc23)no1)Nc1cccc(C(F)(F)F)c1,IC50,'=',257000,nM
CHEMBL4072414,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1cccc(F)c1)CC3,IC50,,,
CHEMBL4075172,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1cccc(F)c1)C3,IC50,'=',4070,nM
CHEMBL4082904,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCc1cccc(F)c1)CC3,IC50,,,
CHEMBL2164014,CCCCCC1CC(=O)c2cc(Cl)cc(Br)c2O1,IC50,'=',4300,nM
CHEMBL2164023,CCCCCC1CC(=O)c2cc(OC)ccc2O1,IC50,,,
CHEMBL2164018,CCCCCC1CC(=O)c2cc(Br)cc(Br)c2O1,IC50,'=',1500,nM
CHEMBL569449,O=C1Nc2c(ccc(Cl)c2Cl)/C1=C/c1cc(Br)c(O)c(Br)c1,IC50,'=',28000,nM
CHEMBL4162080,CC(=O)NCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1,IC50,'>',301995.17,nM
CHEMBL5412573,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)CCCCn1cc(COc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2)nn1,IC50,'=',880,nM
CHEMBL493160,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)O)C(=O)O,IC50,'=',83400,nM
CHEMBL2164015,CCCCC[C@@H]1CC(=O)c2cc(Cl)cc(Br)c2O1,IC50,'=',4500,nM
CHEMBL2152604,NC(=O)c1ccccc1Nc1cccc(C(=O)NCc2ccccc2)c1,IC50,'=',39000,nM
CHEMBL263467,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CC[C@@H](C1COC3(CCCCC3)O1)OCCn1cc2c2c(F)cccc21,IC50,'=',20800,nM
CHEMBL5273711,C=C(C)O[C@@H]1C(C)=C[C@@H]2[C@H](C(=C)C)CC[C@@H](C)[C@]2(O)[C@H]1OC(=O)[C@H](CC(=O)c1ccccc1NC)NC=O,IC50,'=',10200,nM
CHEMBL5282160,Cc1[nH]c2c(c1C(=O)N(C)Cc1cccc(-c3ccc(C(F)(F)F)cc3)c1)C(=O)CC(C)(C)C2,IC50,'=',980,nM
CHEMBL1254379,C/C=C(\C)C(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](C)C(=O)OC,IC50,,,
CHEMBL1254033,CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(C)=[Se])C(=O)N[C@@H](C)C(=O)O,IC50,'=',7200,nM
CHEMBL1254124,CC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](C)C(=O)O,IC50,'=',223000,nM
CHEMBL4583887,Cc1cc(C)nc(SCC(=O)Nc2cccc(Sc3ccccc3)c2)n1,IC50,'=',6650,nM
CHEMBL225797,N#C/C(=C\c1ccc(-c2cccc(C(F)(F)F)c2)o1)C(=O)Nc1cccc2ncccc12,IC50,'=',6000,nM
CHEMBL4093814,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1ccccn1)CC3,IC50,'=',8670,nM
CHEMBL4083538,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCc1ccccn1)CC3,IC50,,,
CHEMBL4091282,COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccccc5OC)c(=O)c34)C2)cn1,IC50,,,
CHEMBL224864,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,IC50,'=',3500,nM
CHEMBL403988,Cc1ccc2c3c(ccc2c1)OC(=O)CC3c1ccccc1,IC50,'=',10600,nM
CHEMBL611665,O=c1nc2oc3ccccc3cc-2c(=O)[nH]1,IC50,'=',243600,nM
CHEMBL570186,O=C1Nc2c(ccc(Cl)c2Cl)/C1=C/c1ccc(F)cc1,IC50,'=',33400,nM
CHEMBL4463565,CCCCCCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,IC50,'=',81,nM
CHEMBL2171201,CCCCn1c(=O)nc2oc3ccccc3cc-2c1=O,IC50,'=',30800,nM
CHEMBL1456134,Sc1nc2c(ccc3ccccc32)[nH]1,IC50,'=',10000,nM
CHEMBL1945261,Cc1cccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)c1.Cl,IC50,'>',90000,nM
CHEMBL4866001,COc1cc(CC(=O)NCCCNC(=O)c2cccc(-c3cccnc3)c2)cc(OC)c1OC,IC50,'=',2.99,10^2 uM
CHEMBL4461872,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',68,nM
CHEMBL4457681,C[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(O)cc2)cc1)NC(=O)OCc1ccccc1)C(N)=O,IC50,'=',190,nM
CHEMBL1945137,CC(C)c1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1.Cl,IC50,'=',5710,nM
