DATABASE_ID,SMILES,DRUG_GROUPS
DB09182,CCC(=O)N(C1CCN(CC2=CC=CC=C2)CC1)C1=CC=CC=C1,illicit
DB09183,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,approved
DB09184,[H][C@]1(CNCCO1)[C@@](O)(CC1=C(OC)C=CC(F)=C1)C1CCOCC1,investigational
DB09185,CCOC1=CC=CC=C1OCC1CNCCO1,approved; investigational; withdrawn
DB09186,CNCCC(OC1=CC=CC=C1OC)C1=CC=CC=C1,experimental
DB09187,CN1CCC23NC(=O)CC(C2C1)C1=CC(Cl)=CC=C1O3,experimental
DB09188,CNCCC[C@]1(C)C(=O)N(C2=CC=CC=C12)C1=CC=CC=C1,experimental
DB09189,[H]N(C)CCCC1(C)CN(C2=CC=CC=C12)C1=CC=CC=C1,experimental
DB09190,[H]N(C)CCCC1(OC(C)(C)C2=CC=CC=C12)C1=CC=CC=C1,experimental
DB09191,[H]N(C)CCCC1(SC(C)(C)C2=CC=CC=C12)C1=CC=CC=C1,experimental
DB09192,CCN1C2=CC=CC=C2C2=C1C(C)(CCN(C)C)SCC2,experimental
DB09193,CNC1CC(C2=CC=CC=C2)C2=CC=CC=C2C1,experimental
DB09194,CCN1C(=O)N(CCCN2CCN(CC2)C2=CC=CC(Cl)=C2)N=C1CC,withdrawn
DB09195,[H][C@@]12CCC[C@]1([H])C1=NN=C(CCN3CCN(CC3)C3=CC=CC(=C3)C(F)(F)F)N1C2,approved
DB09196,[H]N1CCO[C@H](COC2=C3CCCC3=C(F)C=C2)C1,experimental
DB09197,[H]N1N=C(CCN2CCN(CC2)C2=CC(Cl)=CC=C2)C=C1C,experimental
DB09198,COC1=CC=C(OC2=NC=NC(=C2)N(C)CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,experimental
DB09199,FC1=C(COC2=CC=C3C=C(CC4SC(=O)NC4=O)C=CC3=C2)C=CC=C1,experimental
DB09200,COC1=CC=C2N=C(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)N(C)C2=C1,experimental; investigational
DB09201,CC1(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)CCCCC1,experimental
DB09202,[H]N1CCN=C1COC1=CC=CC=C1C1CC1,experimental
DB09203,CNCC(O)C1=CC=C(O)C=C1,experimental
DB09204,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,investigational
DB09205,CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1,approved; investigational
DB09206,COC1=CC2=C(N=C(N=C2N)N2CCN(CC2)C(=O)OCC(C)(C)O)C(OC)=C1OC,experimental
DB09207,[H]N(C)C1=C(Br)C=C(C(=O)N([H])[C@@H]2CN(C)CCN(CC)C2)C(OC)=C1,experimental
DB09209,[H][C@@]12OC3=C(OCCN4CCOCC4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,approved; illicit
DB09210,NC(=O)CN1CCCC1=O,approved; investigational
DB09211,CCCC[C@H](C)C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(O)=O,investigational
DB09212,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,approved
DB09213,CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O,approved; investigational
DB09214,[H][C@@](C)(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,approved; investigational
DB09215,CN1C2=C(OC(=O)N(C2=O)C2=CC=CC=N2)C2=CC=CC=C2S1(=O)=O,withdrawn
DB09216,CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O,approved; investigational
DB09217,CC1(C)OC(=O)C(OCC2CC2)=C1C1=CC=C(C=C1)S(C)(=O)=O,experimental; vet_approved
DB09218,CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl,experimental
DB09219,OC1=CC=C(C=C1)C1(OC2=CC=CC=C2NC1=O)C1=CC=C(O)C=C1,approved
DB09220,[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,approved; investigational
DB09221,NCCC(=O)N1[Zn]OC(=O)[C@@H]1CC1=CN=CN1,experimental
DB09223,CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1,investigational
DB09224,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,investigational
DB09225,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12,approved; investigational; withdrawn
DB09226,ClC1=C(Cl)C(=CC=C1)N1CCN(CCCCOC2=CC=C3OCC(=O)NC3=C2)CC1,investigational
DB09227,COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1,experimental
DB09229,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)=O,experimental
DB09230,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,investigational
DB09231,COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1,experimental
DB09232,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,investigational
DB09233,[H]N1C(C)=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCC2COC3(CCN(CC3)C3=CC=C(Cl)C=C3)O2)=C1C)C(=O)OC,experimental
DB09234,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OCC,experimental
DB09235,CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1,experimental
DB09236,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,approved; investigational
DB09237,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,approved; investigational
DB09238,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,approved; investigational
DB09239,[H]N1C(C)=C([C@H](C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCCCN2CCC(CC2)(C2=CC=CC=C2)C2=CC=CC=C2)=C1C)C(=O)OC,experimental
DB09240,[H]N1C(C)=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCCOCCC)=C1C)C(=O)OCCOCCC,experimental
DB09241,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,approved; investigational
DB09242,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,approved; investigational
DB09243,[H]N([H])N([H])C1=NN=C(C=C1)C(=O)N([H])[H],experimental
DB09244,CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1,experimental
DB09245,CC1=CC(=CC=C1)N1CC(CO)OC1=O,experimental
DB09246,CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,withdrawn
DB09247,CC(C)NNC(=O)COC1=CC=C(Cl)C=C1,withdrawn
DB09248,CC(NN)C1=CC=CC=C1,withdrawn
DB09249,CCCCCCC(C)NN,withdrawn
DB09250,CC(CC1=CC=CC=C1)NN,withdrawn
DB09251,[H]N([H])N([H])C(C)COC1=CC=CC=C1,withdrawn
DB09252,[H]N(CC1=CC=CC=C1)N([H])C(=O)C(C)(C)C,withdrawn
DB09253,CC(CCC1=CC2=C(OCO2)C=C1)NN,withdrawn
DB09254,NC(=O)CN1CC2=CC=CC=C2OC1=O,withdrawn
DB09256,FC1=CN(C2CCCO2)C(=O)NC1=O,approved; investigational
DB09257,OC1=CC(=O)NC=C1Cl,approved
DB09262,CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,investigational
DB09267,[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,approved; withdrawn
DB09268,OS(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS(O)(=O)=O)C=C1)C1=CC=CC=N1,approved
DB09269,OC(=O)CC1=CC=CC=C1,approved
DB09270,COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,approved; investigational; nutraceutical
DB09271,[H][C@](CO)(C(=O)O[C@@]1([H])C[C@@]2([H])[C@]3([H])O[C@]3([H])[C@@]([H])(C1)[N+]2(C)CC1CC1)C1=CC=CC=C1,experimental; investigational
DB09272,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O,approved; investigational
DB09273,CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O,experimental
DB09274,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,approved; investigational
DB09275,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,approved; investigational
DB09276,[Na+].[Na+].[O-]C(=O)CC(S[Au])C([O-])=O,approved; investigational
DB09277,[Cl-].C[N+](C)([11CH3])CCO,approved; investigational
DB09278,[C],approved
DB09279,CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,investigational
DB09280,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,approved
DB09281,[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,approved
DB09282,CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1,approved; investigational
DB09283,CCN(CC)C1=CC(C)=NC2=NC=NN12,experimental
DB09284,CCN(CC)CCN1C(=N)ON=C1C1=CC=CC=C1,investigational
DB09285,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OCCN2CCOCC2)=CC=C1,experimental
DB09286,NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1,investigational
DB09288,CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1,experimental
DB09289,CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=C(C=C(Cl)C=C2)S1(=O)=O,investigational
DB09290,CN1C=C(C(=O)[C@@H]2CCC3=C(C2)N=CN3)C2=C1C=CC=C2,investigational
DB09291,C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)C1=CC=CC=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,approved; investigational
DB09292,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O,approved
DB09293,[131I-],approved; investigational
DB09295,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=CC=CC=C23)=CC=C1,experimental
DB09296,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1,approved; investigational
DB09297,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,approved; investigational
DB09298,[H][C@@]1(OC2=C(O[C@@H]1CO)C=CC(=C2)[C@@]1([H])OC2=C(C(O)=CC(O)=C2)C(=O)[C@@H]1O)C1=CC(OC)=C(O)C=C1,experimental; investigational
DB09299,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1,approved
DB09300,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,approved; investigational; vet_approved
DB09304,CN1CCC2=C(C1)C1=CC=CC=C1CC1=CC=CC=C21,experimental
DB09305,CN1CCN2C(C1)C1=CC=CN1CC1=C2C=CC=C1,experimental
DB09306,COC1=CC2=C(C=C1)N1CCN(C)C3=NCCC2=C13,experimental
DB09307,CNCC(O)CC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,experimental
DB09308,[H][C@]12N(CCCCN3C=C(N=N3)C3=CC(N)=CC=C3)C(=O)O[C@]1(C)[C@@]([H])(CC)OC(=O)[C@@](C)(F)C(=O)[C@]([H])(C)[C@@]([H])(O[C@]1([H])O[C@]([H])(C)C[C@]([H])(N(C)C)[C@@]1([H])O)[C@@](C)(C[C@@]([H])(C)C(=O)[C@]2([H])C)OC,investigational
DB09309,CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C,experimental
DB09313,CNC(=O)C1=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(I)C(N(C)C(C)=O)=C1I,approved; investigational
DB09314,O.O.O.O.[98Tc-],approved; investigational
DB09315,[133Xe],approved
DB09316,Cl[Tl],approved
DB09319,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(=O)OC1=CC2=C(CCC2)C=C1)C1=CC=CC=C1)C(O)=O,approved; investigational
DB09320,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,approved; vet_approved
DB09321,O=[Zn],approved
DB09322,[Zn++].[O-]S([O-])(=O)=O,approved; investigational
DB09324,[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O,approved
DB09325,[F-].[Na+],approved
DB09326,[13NH3],approved
DB09327,O=C1NC=CC(=O)N1.FC1=CN(C2CCCO2)C(=O)NC1=O,approved; investigational
DB09330,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,approved
DB09332,[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1,approved
DB09333,CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,approved; investigational; withdrawn
DB09335,[H][C@@]12CN(C[C@]1([H])[C@H]2NC(=O)[C@H](C)NC(=O)[C@H](C)N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,approved; withdrawn
DB09338,COC(CNC(=O)C1=CC=CC=C1OCC(O)=O)C[Hg]O,experimental
DB09340,CCCC(=O)NC1=C(I)C=C(I)C(CC(CC)C(O)=O)=C1I,approved
DB09342,CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC,approved
DB09343,ClC1=C(CN2CCCC2=N)NC(=O)NC1=O,approved; investigational
DB09345,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,approved
DB09346,CN(C(C)=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,approved
DB09347,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C=C1I,withdrawn
DB09348,O=C1CCO1,approved; withdrawn
DB09350,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,approved; vet_approved
DB09351,CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1,approved; investigational
DB09352,CC(N)CC1=CC=C(O)C=C1,approved
DB09353,S1SSSSSSS1,approved
DB09355,NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1,approved
DB09357,CC(C)(CO)[C@@H](O)C(=O)NCCCO,approved
DB09361,[Na+].[Na+].[Na+].[Na+].CC1=CC(=CC=C1\N=N\C1=C([O-])C2=C(C=C1)C(=CC(=C2N)S(O)(=O)=O)S([O-])(=O)=O)C1=CC=C(\N=N\C2=C([O-])C3=C(C=C2)C(=CC(=C3N)S(O)(=O)=O)S([O-])(=O)=O)C(C)=C1,investigational
DB09364,O.[Hg+].CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[CH2]C(CN=C(O)C1=CC=CC=C1OCC([O-])=O)OCCOC,approved
DB09366,CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1,approved
DB09370,[Na+].[Na+].O[32P]([O-])([O-])=O,approved
DB09371,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3,approved
DB09372,OC1=CC(=CC(O)=C1O)C(=O)OC1=C(O)C(O)=CC(=C1)C(=O)OC[C@H]1OC(OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H]1OC(=O)C1=CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C(O)C(O)=C1,approved
DB09374,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS([O-])(=O)=O)C3=CC=C4C=CC=CC4=C3C2(C)C)N(CCCCS(O)(=O)=O)C2=CC=C3C=CC=CC3=C12,approved; investigational
DB09376,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,approved
DB09377,[Cl-].CCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,approved
DB09378,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,approved
DB09380,[Na+].[Na+].[O-][51Cr]([O-])(=O)=O,approved
DB09382,[Na+].[O-]C(=O)CNC(=O)C1=C([131I])C=CC=C1,approved
DB09383,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,approved; investigational
DB09387,[60Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,approved; withdrawn
DB09388,OC(=O)C1=C(C(Cl)=C(Cl)C(Cl)=C1Cl)C1=C2C=C([131I])C(=O)C([131I])=C2OC2=C([131I])C(O)=C([131I])C=C12,approved
DB09389,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,approved
DB09394,OP(O)(O)=O,approved
DB09395,[Na+].CC([O-])=O,approved; investigational
DB09397,[99Tc].S1SSSSSSS1,approved; investigational
DB09398,[18F-],approved
DB09400,C[75Se]CC[C@H](N)C(O)=O,approved
DB09401,[H][C@]1(O)CO[C@]2([H])[C@]([H])(O)CO[C@]12[H],approved; investigational
DB09403,CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O,approved
DB09406,[Cl-].COC(C[197Hg+])CNC(N)=O,approved
DB09407,[Mg++].[Cl-].[Cl-],approved
DB09409,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O,approved
DB09411,[99Tc].CC(O)(P(O)(O)=O)P(O)(O)=O,approved
DB09413,[K+].OP(O)([O-])=O,approved; investigational; vet_approved
DB09414,[K+].[K+].OP([O-])([O-])=O,approved
DB09415,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,approved
DB09418,[K+].[O-][Cl](=O)(=O)=O,approved; investigational
DB09419,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,approved
DB09420,[123I-],approved
DB09421,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O,approved; investigational
DB09425,[111In+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC(O)=O,approved
DB09436,[99Tc].OC(=O)[C@@H](S)[C@@H](S)C(O)=O,approved
DB09443,[81Kr],approved
DB09448,[Na+].[O-]C(=O)CNC(=O)C1=CC=CC=C1[123I],approved
DB09449,[Na+].OP(O)([O-])=O,approved
DB09459,O[C@H]([C@@H](O)C(O)=O)C(O)=O,experimental
DB09460,[Na+].[Na+].[O-]C([O-])=O,approved
DB09461,[127Xe],approved
DB09462,OCC(O)CO,approved; investigational
DB09472,[Na+].[Na+].[O-]S([O-])(=O)=O,approved; vet_approved
DB09473,[111In+3].[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2,approved
DB09477,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O,approved
DB09479,[82Rb+],approved; investigational
DB09480,CC(C)NC(C)CC1=CC=C([123I])C=C1,approved
DB09481,[Mg++].[O-]C([O-])=O,approved; investigational
DB09483,[K+].CC(O)C([O-])=O,approved
DB09484,[Na+].[Na+].[O-]P([O-])(F)=O,approved
DB09487,CN(C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I,approved
DB09488,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O,approved
DB09490,Cl[111In](Cl)Cl,approved
DB09494,CCCCCCCCCCCCCCCCO,approved
DB09495,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,approved; investigational
DB09496,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,approved; investigational
DB09498,[Cl-].[Cl-].[89Sr++],approved; investigational
DB09499,OS(O)(=O)=S,approved; investigational
DB09501,N.[Fe+3].OC(=O)CC(O)(CC(O)=O)C(O)=O,approved; experimental
DB09502,[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,approved; investigational
DB09510,N[13C](N)=O,approved
DB09511,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[O-][H],approved
DB09512,O=[Si]=O.CO[Si](C)(C)O[Si](C)(C)C,approved
DB09513,N[14C](N)=O,approved
DB09516,COC1=CC=C(O)C=C1,approved
DB09517,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,approved
DB09526,OC1=CC=C(O)C=C1,approved; investigational
DB09531,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,approved
DB09534,CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2=CC1=CC=C(C=C2C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1,approved
DB09535,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,approved; investigational
DB09536,O=[Ti]=O,approved
DB09543,COC(=O)C1=CC=CC=C1O,approved; vet_approved
DB09546,OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1,approved; investigational
DB09550,[Na+].OP(=O)=O.OP(=O)=O.OP(=O)=O.OP(=O)=O.OP(=O)=O.[O-]P(=O)=O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O.[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,approved
DB09552,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1,approved
DB09555,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,approved
DB09561,[Na+].[Na+].OCC(O)COP([O-])([O-])=O,approved
DB09563,C[N+](C)([11CH3])CCO,approved
DB09570,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O,approved; investigational
DB09571,CN[C@H](C)CC1=CC=CC=C1,approved
DB11056,[Cl-].[Cl-].[Sn++],approved
DB11062,CCCCC(CC)COC(=O)C1=C(O)C=CC=C1,approved; investigational
DB11064,CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1,approved; investigational
DB11068,O[Se](O)(=O)=O,approved
DB11071,OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,approved
DB11072,F,approved; investigational
